Bar Name,Alcohol Type,Brand Name,ABC Category,Current Avg Inventory,Daily Forecast,Safety Stock,Reorder Point,Par Level,EOQ,Service Level,Current Turnover,Stockout Rate,Action Required,Forecast Method
Johnson's Bar,Wine,Barefoot,A,2059.993366072043,279.95682539941225,636.5468723955277,1476.4173485937645,3436.1151263896504,31.622776601683793,0.95,0.1863227733914141,0.0,Review Stock Level,exponential_smoothing
Smith's Bar,Beer,Coors,B,1850.0058756578348,70.12100866514176,398.5440524328987,608.907078428324,1099.7541390843162,31.622776601683793,0.9,0.13230615771040327,0.045454545454545456,Stock OK,exponential_smoothing
Smith's Bar,Whiskey,Jack Daniels,B,2112.051492416768,158.71433840421076,407.4039798540303,883.5469950666626,1994.547363896138,31.622776601683793,0.9,0.13884350528146366,0.0,Stock OK,exponential_smoothing
Smith's Bar,Wine,Sutter Home,B,1849.7536950728716,1.700693217556505,460.9143772143404,466.0164568670099,477.92130938990545,31.622776601683793,0.9,0.14917297763217102,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Beer,Miller,A,1994.645789940059,22.448368926178027,721.8240421316506,789.1691489101846,946.3077313934309,31.622776601683793,0.95,0.19563995021417993,0.04,Stock OK,exponential_smoothing
Taylor's Bar,Rum,Bacardi,B,1991.0655388897064,150.59460500466307,358.46288922110216,810.2467042350913,1864.4089392677329,31.622776601683793,0.9,0.12224688144407975,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Vodka,Smirnoff,B,2081.3086018529298,61.6516022872873,272.3291940806376,457.28400094249946,888.8452169535105,31.622776601683793,0.9,0.08936442928738442,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Wine,Yellow Tail,B,2008.9270828622548,3.239063400986543,443.3933238914231,453.1105140943827,475.78395790128855,31.622776601683793,0.9,0.13786798084769158,0.0,Stock OK,exponential_smoothing
Anderson's Bar,Beer,Coors,B,2001.6470512506617,109.88104094139136,306.75660421332174,636.3997270374958,1405.5670136272354,31.622776601683793,0.9,0.10732864920109081,0.0,Stock OK,exponential_smoothing
Johnson's Bar,Vodka,Absolut,B,1873.0693225864397,32.85685340535105,408.2658687165343,506.8364289325875,736.8344027700448,31.622776601683793,0.9,0.1564726667436176,0.0,Stock OK,exponential_smoothing
Smith's Bar,Beer,Budweiser,B,2008.4061719128536,239.78889001950355,330.5093355136553,1049.876005572166,2728.3982357086907,31.622776601683793,0.9,0.13178527822272718,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Vodka,Absolut,A,2081.8308917044374,200.08360730276715,630.6741751899351,1230.9249970982364,2631.5102482176067,31.622776601683793,0.95,0.15829642035831182,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Whiskey,Jameson,A,2012.4851274223627,35.49451317948802,769.8937371543165,876.3772766927805,1124.8388689491967,31.622776601683793,0.95,0.15556529495086116,0.03571428571428571,Stock OK,exponential_smoothing
Thomas's Bar,Wine,Barefoot,A,1993.889433524844,284.27973261043957,740.0399009306085,1592.8790987619273,3582.837227035004,31.622776601683793,0.95,0.15305364540094987,0.02702702702702703,Review Stock Level,exponential_smoothing
Thomas's Bar,Wine,Sutter Home,B,2010.6424022181295,342.95354980759606,503.2964519776758,1532.157101400464,3932.8319500536363,31.622776601683793,0.9,0.13959884534598363,0.0,Review Stock Level,exponential_smoothing
Brown's Bar,Vodka,Absolut,B,2000.9755244819826,228.84349815076226,329.635425738013,1016.1659201902999,2618.0704072456356,31.622776601683793,0.9,0.11996609057813298,0.0,Stock OK,exponential_smoothing
Johnson's Bar,Beer,Miller,A,2033.3852560246619,98.75759688013483,525.7183884170398,821.9911790574442,1513.294357218388,31.622776601683793,0.95,0.14911382034842002,0.0,Stock OK,exponential_smoothing
Smith's Bar,Rum,Bacardi,A,1959.4827690701925,18.428143760606716,559.0192945853088,614.303725867129,743.3007321913759,31.622776601683793,0.95,0.15935445841998838,0.0,Stock OK,exponential_smoothing
Smith's Bar,Vodka,Grey Goose,A,2042.04972984185,422.04717446287066,723.7437663849131,1989.885289773525,4944.21551101362,31.622776601683793,0.95,0.1851819850981912,0.0,Review Stock Level,exponential_smoothing
Smith's Bar,Wine,Barefoot,A,1937.1769198873717,99.76555172357682,700.0636281932493,999.3602833639798,1697.7191454290175,31.622776601683793,0.95,0.19296223836165075,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Beer,Heineken,B,2065.580212421255,30.19116298378911,260.1052807570901,350.6787697084574,562.0169105949813,31.62277660168379,0.9,0.10200583998006425,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Beer,Heineken,A,2080.2733968609095,209.8136665629877,794.9500200067555,1424.3910196957186,2893.0866856366324,31.622776601683793,0.95,0.25968124500057627,0.0,Stock OK,exponential_smoothing
Anderson's Bar,Beer,Heineken,B,1915.7188871135259,507.11324158200034,285.3406299680988,1806.6803547140998,5356.473045788102,31.622776601683793,0.9,0.12694690049895915,0.0,Review Stock Level,exponential_smoothing
Anderson's Bar,Whiskey,Jameson,A,1918.7838363030723,398.50727801012926,690.8893432296345,1886.4111772600222,4675.962123330927,31.622776601683793,0.95,0.1883461295016157,0.0,Review Stock Level,exponential_smoothing
Brown's Bar,Beer,Budweiser,B,2019.71789496307,58.51263205811476,338.8873149593318,514.425211133676,924.0136355404794,31.62277660168379,0.9,0.139153412294492,0.0,Stock OK,exponential_smoothing
Johnson's Bar,Beer,Budweiser,B,2036.1320998685635,129.9931208564208,378.964425196777,768.9437877660393,1678.895633760985,31.622776601683793,0.9,0.126242482872857,0.0,Stock OK,exponential_smoothing
Johnson's Bar,Whiskey,Jack Daniels,A,1831.5124279329743,273.2749335632682,712.4710180847032,1532.2958187745078,3445.220353717385,31.622776601683793,0.95,0.1670947603909326,0.0,Review Stock Level,exponential_smoothing
Smith's Bar,Vodka,Absolut,B,2237.010806107007,31.17814946407609,319.1056486039525,412.6400969961808,630.8871432447133,31.622776601683793,0.9,0.10449923105231075,0.0,Stock OK,exponential_smoothing
Thomas's Bar,Beer,Coors,B,2085.4608928750877,75.481098757029,355.45343234385246,581.8967286149394,1110.2644199141425,31.622776601683793,0.9,0.127429419659727,0.0,Stock OK,exponential_smoothing
Brown's Bar,Beer,Miller,A,2108.0163845868055,149.51977662962423,526.7350004981505,975.2943303870231,2021.9327667943926,31.622776601683793,0.95,0.15527702842843424,0.0,Stock OK,exponential_smoothing
Smith's Bar,Whiskey,Jameson,A,1831.674375360748,249.19784833782057,530.3492574433867,1277.9428024568483,3022.3277408215927,31.622776601683793,0.95,0.16506037947748106,0.0,Review Stock Level,exponential_smoothing
Taylor's Bar,Vodka,Grey Goose,B,1974.989140391974,52.15443892593285,468.3186547929981,624.7819715707966,989.8630440523266,31.622776601683793,0.9,0.15085867430428343,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Whiskey,Jim Beam,B,1965.7132063518252,0.07755101783172784,449.55197313718315,449.78462619067835,450.32748331550044,31.622776601683793,0.9,0.1307280634693649,0.0,Stock OK,exponential_smoothing
Anderson's Bar,Whiskey,Jack Daniels,A,1989.349039424409,240.84476601596134,604.1173848071124,1326.6516828549966,3012.565044966726,31.622776601683793,0.95,0.15882239973955298,0.0,Review Stock Level,exponential_smoothing
Brown's Bar,Whiskey,Jim Beam,A,2010.7503915561838,235.9439792969397,490.2068371678501,1198.0387750586692,2849.646630137247,31.622776601683793,0.95,0.14927039738718295,0.0,Stock OK,exponential_smoothing
Smith's Bar,Beer,Miller,A,2042.632489597497,0.0,693.6201309356325,693.6201309356325,693.6201309356325,0.0,0.95,0.20593449483294285,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Wine,Sutter Home,A,1862.0511793850692,175.04643327507586,692.4529227703742,1217.592222595602,2442.9172555211326,31.622776601683793,0.95,0.2140167080230401,0.047619047619047616,Stock OK,exponential_smoothing
Brown's Bar,Rum,Bacardi,B,2044.2294952739426,151.17552293903117,359.4121597935832,812.9387286106767,1871.167389183895,31.622776601683793,0.9,0.1403672480885025,0.0,Stock OK,exponential_smoothing
Johnson's Bar,Vodka,Smirnoff,A,2125.784666392704,415.1209732714754,878.8331798132241,2124.1960996276503,5030.042912527978,31.622776601683793,0.95,0.2262750015346501,0.03571428571428571,Review Stock Level,exponential_smoothing
Taylor's Bar,Whiskey,Jameson,A,1973.8718919749283,89.03860321634421,776.1834059714167,1043.2992156204493,1666.569438134859,31.622776601683793,0.95,0.23150880091148737,0.0,Stock OK,exponential_smoothing
Anderson's Bar,Vodka,Absolut,B,1961.7763797477144,136.30041210925242,415.5701770164209,824.4714133441782,1778.5742981089452,31.62277660168379,0.9,0.1329584513838912,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Beer,Budweiser,B,1922.233603041199,64.0934293736389,134.74391373204767,327.0242018529643,775.6782074684367,31.622776601683793,0.9,0.07180050889947862,0.0,Stock OK,exponential_smoothing
Anderson's Bar,Vodka,Smirnoff,A,2121.735556243147,119.36632807686082,776.2348971096677,1134.3338813402502,1969.8981778782759,31.622776601683796,0.95,0.1681899842406281,0.04,Stock OK,exponential_smoothing
Thomas's Bar,Beer,Miller,B,2004.88693257566,144.94929089788513,237.6008452891337,672.448717982789,1687.093754267985,31.622776601683793,0.9,0.09960217517602048,0.0,Stock OK,exponential_smoothing
Taylor's Bar,Beer,Coors,A,2075.6080513727857,138.0059943253502,607.5318163994463,1021.5497993754968,1987.5917596529484,31.622776601683793,0.95,0.15103337839477424,0.0,Stock OK,exponential_smoothing
